0.0733237 12.1235 21.4431
0.719322 12.2375 23.242
-0.597059 12.1126 22.6066
-0.231298 12.3689 22.3375
0.134937 11.9745 23.4653
-0.791783 12.5679 23.6807
0.752651 12.814 20.4885
0.0186652 12.6438 20.635
-0.74826 12.0062 20.8084
-0.70812 12.7674 20.1254
1.54947 12.3342 22.5968
-0.60979 12.2744 20.4468
-0.18037 12.267 24.7781
-0.509599 12.4053 24.2016
0.327296 12.2152 25.7861
-0.50388 12.6497 25.3366
0.364531 12.4128 26.7641
-0.203592 12.6465 26.0647
-0.212654 12.7808 26.9097
-0.717126 13.3311 26.3332
0.596257 13.8855 19.3962
-0.0286537 13.26 19.5833
-0.685716 13.1282 20.0854
-0.325979 13.8976 19.1617
-0.36073 12.8333 27.7699
-0.443732 13.4533 27.5296
0.143728 12.8912 28.7561
-0.537844 13.3047 28.603
-0.0166495 13.0969 29.8505
-0.18175 13.482 29.5266
0.562227 13.1832 31.0228
-0.349803 13.5418 30.3675
-0.368063 13.7437 31.0614
-0.519489 14.3681 30.3842
-0.0616287 13.7638 31.8705
-0.570335 14.3849 31.5631
-0.063088 13.8366 32.7969
-0.347065 14.3111 32.5915
0.122147 13.9139 33.8029
-0.407041 14.4027 33.6151
0.25681 13.9598 34.8456
-0.158131 14.398 34.5358
0.629715 14.0944 35.9842
-0.0866287 14.3778 35.4134
-0.126176 14.5726 36.1514
-0.434208 15.1942 35.3614
-0.18398 14.6803 36.8077
-0.366256 15.5069 36.4109
0.0432505 14.7281 37.7223
-0.360544 15.2555 37.5457
-0.0123944 14.771 38.7401
-0.249803 15.3784 38.6268
0.121201 14.874 39.8349
-0.180703 15.4092 39.6944
0.25033 15.0445 41.0569
0.0143386 15.5427 40.6335
-0.394272 15.4451 23.5319
0.0816094 16.5076 23.4289
-0.415703 15.769 22.8108
-0.556084 14.9607 22.9219
0.101141 16.1058 41.6096
-0.0857359 16.2586 40.6619
0.585226 16.8406 18.3474
-0.324981 15.4285 18.5096
-0.753414 16.3827 19.0749
-0.412398 16.2476 18.2459
-0.229108 16.5124 22.5604
0.129607 17.4663 22.5253
-0.368576 16.7561 21.8152
-0.485138 15.9807 21.9274
0.0655557 17.4996 41.39
0.0134928 17.0662 40.8487
-0.24148 17.4931 21.5791
0.0535025 18.2858 21.6954
-0.346587 17.9295 20.8872
-0.51202 16.9076 21.0131
-0.686204 17.7198 16.9265
-0.752324 17.5672 17.3941
-0.718805 18.3876 18.8203
-0.736747 18.6572 17.5481
0.148399 19.2676 21.3624
-0.121672 18.7884 20.9733
0.0513909 19.728 13.3124
-0.00144544 19.4388 14.627
-0.628939 19.4966 14.1024
-0.890501 19.6268 13.4338
0.237122 19.1824 15.7693
-0.62291 19.2373 15.2015
-0.698649 18.8164 16.3414
-0.709847 18.7855 15.3834
-0.725116 18.2458 16.64
-0.660138 19.9605 17.1628
-0.194888 19.6034 20.4831
-0.157521 20.2355 20.4509
-0.408407 20.4291 19.7476
-0.439361 18.9742 19.9832
0.759356 20.3846 12.0106
-0.0124424 20.2785 12.3717
-0.556323 19.9722 11.9234
-0.817503 20.3732 11.3636
0.43428 19.9508 13.3627
-0.625719 19.8089 12.3474
-0.173765 21.3023 20.4149
-0.459305 21.3541 19.6694
0.986187 21.7573 10.1567
-0.21847 20.8047 10.1703
-0.638514 21.7305 10.5477
-0.219895 21.3464 9.56453
-0.105637 20.6346 10.8507
-0.524697 20.809 11.098
-0.224654 21.9282 20.4602
-0.494926 22.592 19.8292
0.152089 22.264 21.2541
-0.176442 22.7179 20.8358
0.184733 21.3643 41.6448
0.123436 21.3554 43.1783
0.0529208 22.2362 42.7801
0.05629 22.1244 42.2269
0.0421005 23.2033 21.5811
-0.340865 23.501 20.7001
0.0779105 22.5252 43.6199
-0.0451463 23.3511 43.1253
0.769055 23.292 8.82793
-0.166006 22.4078 9.01482
-0.539313 23.0967 9.14498
-0.399365 23.3722 8.73617
0.20959 22.741 40.0948
0.0721695 22.3445 41.3747
-0.054727 23.1682 42.0669
-0.0431202 23.1251 41.2395
0.147406 23.1886 44.634
0.0664429 23.6362 44.0077
-0.18188 23.937 21.4583
-0.509226 24.4349 20.9205
0.154811 24.9826 44.7621
0.0524755 24.3374 43.9933
0.14702 24.0451 22.4139
-0.255196 24.6617 21.7774
0.44071 24.233 38.2329
0.199811 23.4286 39.5446
-0.0116564 24.6176 39.4725
0.271715 24.2051 38.701
-0.134579 24.1168 40.7095
-0.0865133 24.116 40.9312
-0.0505305 24.9656 22.5854
-0.384061 25.3807 22.035
-0.0352463 25.7947 41.7933
-0.0844625 25.3378 40.1963
0.24438 25.0857 23.4602
-0.159024 25.7258 22.9075
0.064145 25.9676 23.7006
-0.319202 26.4578 23.0803
-0.0862442 26.115 40.1537
-0.0962951 26.6436 40.3607
-0.109794 26.5376 39.2844
-0.0180905 25.0561 39.3399
0.35042 26.1761 24.5496
0.00682464 26.6898 24.085
-0.378212 26.5248 18.3395
-0.0742147 27.7095 17.9733
-0.329006 26.9545 17.6187
-0.532139 25.7869 17.6384
0.196673 27.1547 24.8608
-0.192869 27.3664 23.999
-0.102258 27.6258 40.428
-0.161561 27.5304 39.6627
0.40483 27.1432 36.9212
0.0166228 27.0042 37.9354
-0.134308 27.6307 38.583
0.14157 27.7279 37.4722
-0.47154 27.4666 16.1481
-0.422418 28.3853 16.1337
-0.556295 28.3226 15.3526
-0.629358 26.999 15.5568
-0.0632631 27.9746 24.6845
-0.284035 28.5222 24.2964
-0.113668 28.4659 40.4926
-0.187451 28.6956 39.4511
0.350614 28.0003 25.5871
0.0277505 28.7442 25.1609
-0.382513 29.0282 16.1365
-0.531818 29.9383 15.5736
0.24571 29.3839 25.787
-0.0407348 29.5446 25.1429
-0.106389 29.2323 40.4773
-0.143265 29.8464 39.8225
-0.116267 29.2883 17.2144
-0.281292 29.7846 16.6219
0.0712195 29.3055 41.8106
-0.013964 29.9112 41.0998
-0.136372 30.3416 17.3505
-0.405033 30.7532 16.4244
0.257386 30.5389 25.8523
-0.0886088 30.2911 25.0749
0.0978855 31.0416 41.6934
0.0148648 30.5287 40.9936
-0.320014 31.2018 17.1372
-0.523042 31.8841 16.5702
0.301713 31.6156 25.7275
0.0279295 31.1931 25.2041
0.037723 31.3257 40.4774
0.176217 32.2925 40.1018
0.0885864 31.5037 39.5078
-0.0763236 30.5983 39.8704
-0.0808009 31.1426 18.1083
-0.368196 31.9731 17.4785
-0.240967 32.1473 18.2286
-0.485272 32.9153 17.48
0.00689516 31.9634 24.8371
0.191142 32.7485 25.011
-0.0226765 32.519 24.2136
-0.250416 31.1165 24.2444
-0.0393928 32.0332 19.0114
-0.326598 32.9492 18.4718
-0.240682 33.1943 19.2315
-0.431601 33.7523 18.3862
0.361874 34.2967 24.6804
0.0486991 33.1438 24.3607
-0.118425 32.9729 19.9378
-0.334045 34.0993 19.4246
-0.0803464 32.9003 21.7766
-0.0981148 33.8346 23.4347
-0.0105068 33.6428 23.4925
-0.151032 34.4202 22.2476
-0.277485 34.4238 20.1807
-0.323199 34.958 19.3503
0.218692 35.11 23.9633
-0.0986724 35.0414 22.7778
-0.166283 34.2656 20.8398
-0.223702 35.396 20.6789
-0.198128 34.5592 21.4905
-0.0893676 35.268 22.025
-0.365548 35.2838 15.0014
-0.119672 36.4286 14.6733
-0.280701 35.6002 14.2694
-0.601279 34.4228 14.3718
0.19308 36.3718 23.3492
0.103256 35.7273 23.1644
0.148807 18.4393 17.4125
0.853444 19.7888 13.9374
1.54397 12.0732 24.324
1.48257 12.2945 24.6473
0.538794 12.0061 24.8889
1.77723 12.074 25.9048
0.839473 13.1543 20.3037
1.66192 12.7377 21.4054
0.964952 12.3869 22.0612
2.35965 12.4163 22.995
0.996713 12.2356 26.0199
1.43883 12.1946 26.8842
1.07219 12.35 27.8509
